ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
17383,0,0,111,0,-111
17384,0,0,9,0,-9
17385,1,0,200,0,-200
17386,0,0,16,0,-16
17387,1,0,22,0,-22
17388,1,1,208,2684,2476
17389,1,0,7,0,-7
17390,0,0,48,0,-48
17391,1,1,137,1998,1861
17392,1,1,700,1202,502
17393,1,1,332,1527,1195
17394,1,1,100,1568,1468
17395,0,0,126,0,-126
17396,0,0,50,0,-50
17397,1,1,443,1331,888
17398,1,1,385,1554,1169
17399,0,0,11,0,-11
17400,1,1,263,1264,1001
17401,1,0,122,0,-122
17402,1,1,561,1880,1319
17403,1,0,47,0,-47
17404,1,1,724,1725,1001
17405,0,0,2,0,-2
17406,1,0,49,0,-49
17407,1,0,45,0,-45
17408,1,0,23,0,-23
17409,1,0,0,0,0
17410,1,0,257,0,-257
17411,1,0,21,0,-21
17412,1,1,131,1235,1104
17413,1,0,15,0,-15
17414,1,1,165,1276,1111
17415,1,0,4,0,-4
17416,0,0,10,0,-10
17417,1,1,773,2158,1385
17418,1,0,34,0,-34
17419,1,1,1020,1392,372
17420,1,1,513,1355,842
17421,0,0,31,0,-31
17422,1,1,245,1777,1532
17423,1,1,422,1630,1208
17424,1,0,9,0,-9
17425,0,0,11,0,-11
17426,1,0,62,0,-62
17427,1,1,464,1791,1327
17428,0,0,21,0,-21
17429,0,0,26,0,-26
17430,0,0,127,0,-127
17431,1,0,6,0,-6
17432,0,0,267,0,-267
17433,1,1,441,1695,1254
17434,1,0,40,0,-40
17435,1,1,34,1234,1200
17436,1,1,919,1491,572
17437,1,1,486,2031,1545
17438,0,0,22,0,-22
17439,1,0,80,0,-80
17440,0,0,5,0,-5
17441,1,1,661,1204,543
17442,0,0,30,0,-30
17443,0,0,10,0,-10
17444,0,0,162,0,-162
17445,0,0,177,0,-177
17446,0,0,86,0,-86
17447,0,0,38,0,-38
17448,1,1,135,1470,1335
17449,1,0,175,0,-175
17450,1,1,53,2042,1989
17451,0,0,8,0,-8
17452,1,1,1375,1254,-121
17453,1,1,288,1235,947
17454,1,0,5,0,-5
17455,0,0,22,0,-22
17456,1,0,11,0,-11
17457,1,1,505,1578,1073
17458,0,0,57,0,-57
17459,1,1,1024,1293,269
17460,0,0,48,0,-48
17461,1,0,132,0,-132
17462,0,0,8,0,-8
17463,0,0,37,0,-37
17464,1,0,22,0,-22
17465,0,0,9,0,-9
17466,0,0,6,0,-6
17467,1,1,819,1303,484
17468,1,1,91,1307,1216
17469,1,1,545,1778,1233
17470,1,1,682,1433,751
17471,1,1,207,1387,1180
17472,1,0,5,0,-5
17473,0,0,0,0,0
17474,1,1,177,1333,1156
17475,1,1,259,1648,1389
17476,1,0,5,0,-5
17477,1,0,9,0,-9
17478,0,0,4,0,-4
17479,1,0,3,0,-3
17480,0,0,60,0,-60
17481,0,0,195,0,-195
17482,1,1,339,1431,1092
17483,0,0,18,0,-18
17484,1,1,302,5693,5391
17485,1,1,853,1640,787
17486,1,1,97,1490,1393
17487,1,1,730,1461,731
17488,0,0,128,0,-128
17489,1,1,601,1230,629
17490,1,1,682,1445,763
17491,0,0,108,0,-108
17492,1,1,109,1529,1420
17493,0,0,56,0,-56
17494,1,0,87,0,-87
17495,1,1,283,1227,944
17496,1,1,705,1252,547
17497,0,0,1,0,-1
17498,1,0,41,0,-41
17499,1,0,15,0,-15
17500,0,0,42,0,-42
17501,1,1,1296,1575,279
17502,1,1,232,1309,1077
17503,0,0,71,0,-71
17504,1,1,97,1480,1383
17505,1,0,42,0,-42
17506,0,0,1,0,-1
17507,1,1,268,1266,998
17508,1,0,103,0,-103
17509,0,0,6,0,-6
17510,0,0,29,0,-29
17511,0,0,20,0,-20
17512,1,1,213,1244,1031
17513,1,0,140,0,-140
17514,1,0,76,0,-76
17515,0,0,28,0,-28
17516,1,0,51,0,-51
17517,1,1,272,1699,1427
17518,1,0,52,0,-52
17519,1,1,134,1372,1238
17520,0,0,77,0,-77
17521,0,0,3,0,-3
17522,1,0,130,0,-130
17523,1,0,185,0,-185
17524,0,0,1,0,-1
17525,0,0,175,0,-175
17526,1,0,15,0,-15
17527,1,0,31,0,-31
17528,1,1,421,1367,946
17529,1,1,444,1568,1124
17530,1,0,35,0,-35
17531,1,1,262,1287,1025
17532,1,0,114,0,-114
17533,1,0,89,0,-89
17534,0,0,31,0,-31
17535,1,1,1054,1842,788
17536,1,0,29,0,-29
17537,0,0,43,0,-43
17538,0,0,3,0,-3
17539,0,0,22,0,-22
17540,0,0,73,0,-73
17541,0,0,49,0,-49
17542,0,0,19,0,-19
17543,0,0,3,0,-3
17544,1,0,60,0,-60
17545,1,1,253,1263,1010
17546,1,0,9,0,-9
17547,0,0,111,0,-111
17548,0,0,7,0,-7
17549,1,1,106,3187,3081
17550,1,0,3,0,-3
17551,1,1,170,1449,1279
17552,0,0,17,0,-17
17553,0,0,77,0,-77
17554,1,0,117,0,-117
17555,1,1,1166,1233,67
17556,0,0,2,0,-2
17557,1,1,696,1337,641
17558,1,1,579,1218,639
17559,1,0,18,0,-18
17560,0,0,1,0,-1
17561,1,0,12,0,-12
17562,0,0,14,0,-14
17563,1,0,31,0,-31
17564,0,0,114,0,-114
17565,1,1,42,1247,1205
17566,0,0,32,0,-32
17567,1,0,8,0,-8
17568,1,1,82,1286,1204
17569,0,0,126,0,-126
17570,0,0,211,0,-211
17571,0,0,59,0,-59
17572,0,0,34,0,-34
17573,0,0,96,0,-96
17574,1,1,801,1553,752
17575,1,0,70,0,-70
17576,1,0,43,0,-43
17577,1,1,218,1439,1221
17578,1,1,38,1839,1801
17579,0,0,14,0,-14
17580,0,0,43,0,-43
17581,1,0,56,0,-56
17582,1,0,28,0,-28
17583,1,0,32,0,-32
17584,1,1,586,1699,1113
17585,1,1,558,1371,813
17586,1,0,56,0,-56
17587,1,0,30,0,-30
17588,0,0,16,0,-16
17589,0,0,21,0,-21
17590,1,1,631,1215,584
17591,0,0,96,0,-96
17592,0,0,0,0,0
17593,1,1,226,1444,1218
17594,1,0,38,0,-38
17595,0,0,26,0,-26
17596,1,1,382,1314,932
17597,0,0,16,0,-16
17598,1,1,884,1301,417
17599,1,0,0,0,0
17600,0,0,122,0,-122
17601,1,1,29,1241,1212
17602,1,1,102,1229,1127
17603,1,1,499,1381,882
17604,1,1,206,1232,1026
17605,1,0,55,0,-55
17606,1,0,13,0,-13
17607,1,0,5,0,-5
17608,1,1,61,1350,1289
17609,1,1,1816,1280,-536
17610,1,1,476,1238,762
17611,1,0,5,0,-5
17612,1,1,1382,1448,66
17613,1,1,1131,1323,192
17614,0,0,64,0,-64
17615,1,1,348,1312,964
17616,1,1,242,3086,2844
17617,1,0,10,0,-10
17618,1,1,650,1561,911
17619,1,0,87,0,-87
17620,1,1,194,1456,1262
17621,1,1,24,1778,1754
17622,0,0,76,0,-76
17623,1,0,76,0,-76
17624,0,0,45,0,-45
17625,0,0,26,0,-26
17626,0,0,68,0,-68
17627,1,0,2,0,-2
17628,1,0,53,0,-53
17629,0,0,51,0,-51
17630,1,1,1058,2812,1754
17631,1,1,273,1200,927
17632,1,1,44,1886,1842
17633,0,0,37,0,-37
17634,1,0,140,0,-140
17635,0,0,25,0,-25
17636,0,0,62,0,-62
17637,0,0,38,0,-38
17638,1,1,375,1260,885
17639,0,0,46,0,-46
17640,0,0,12,0,-12
17641,1,0,36,0,-36
17642,0,0,17,0,-17
17643,0,0,20,0,-20
17644,0,0,79,0,-79
17645,1,1,54,1513,1459
17646,1,1,212,1244,1032
17647,0,0,60,0,-60
17648,0,0,6,0,-6
17649,1,1,283,2836,2553
17650,0,0,9,0,-9
17651,1,0,45,0,-45
17652,0,0,26,0,-26
17653,0,0,49,0,-49
17654,0,0,31,0,-31
17655,0,0,11,0,-11
17656,0,0,112,0,-112
17657,0,0,55,0,-55
17658,1,1,236,1261,1025
17659,1,1,798,1993,1195
17660,1,1,801,1477,676
17661,0,0,2,0,-2
17662,1,1,812,1455,643
17663,1,1,57,1542,1485
17664,1,0,32,0,-32
17665,0,0,187,0,-187
17666,0,0,82,0,-82
17667,1,1,155,1624,1469
17668,1,0,36,0,-36
17669,0,0,16,0,-16
17670,1,0,11,0,-11
17671,0,0,23,0,-23
17672,1,1,137,1618,1481
17673,1,1,146,1246,1100
17674,1,0,172,0,-172
17675,1,0,113,0,-113
17676,1,1,408,1440,1032
17677,1,1,1140,1289,149
17678,0,0,3,0,-3
17679,1,0,42,0,-42
17680,0,0,53,0,-53
17681,1,0,1,0,-1
17682,0,0,1,0,-1
17683,0,0,57,0,-57
17684,1,1,550,1380,830
17685,1,0,52,0,-52
17686,1,0,34,0,-34
17687,1,0,13,0,-13
17688,1,0,28,0,-28
17689,1,0,5,0,-5
17690,0,0,7,0,-7
17691,0,0,15,0,-15
17692,1,1,219,1944,1725
17693,0,0,95,0,-95
17694,0,0,3,0,-3
17695,1,0,37,0,-37
17696,0,0,23,0,-23
17697,0,0,119,0,-119
17698,0,0,114,0,-114
17699,1,0,52,0,-52
17700,1,0,89,0,-89
17701,1,0,1,0,-1
17702,0,0,6,0,-6
17703,0,0,11,0,-11
17704,0,0,36,0,-36
17705,1,0,36,0,-36
17706,1,0,66,0,-66
17707,1,0,17,0,-17
17708,1,1,215,1551,1336
17709,1,1,254,1275,1021
17710,0,0,4,0,-4
17711,1,0,3,0,-3
17712,0,0,46,0,-46
17713,1,1,348,1643,1295
17714,0,0,2,0,-2
17715,1,1,174,1654,1480
17716,1,1,531,1273,742
17717,1,0,5,0,-5
17718,0,0,17,0,-17
17719,1,0,3,0,-3
17720,1,0,42,0,-42
17721,1,0,26,0,-26
17722,0,0,0,0,0
17723,1,0,124,0,-124
17724,1,1,697,1495,798
17725,1,1,579,1540,961
17726,0,0,105,0,-105
17727,1,1,1475,1203,-272
17728,1,1,321,1480,1159
17729,1,0,130,0,-130
17730,1,0,17,0,-17
17731,0,0,7,0,-7
17732,0,0,128,0,-128
17733,1,0,28,0,-28
17734,1,1,1034,1383,349
17735,1,1,423,1359,936
17736,0,0,9,0,-9
17737,1,1,68,1351,1283
17738,1,1,594,1481,887
17739,1,0,34,0,-34
17740,1,0,7,0,-7
17741,1,0,42,0,-42
17742,1,0,98,0,-98
17743,0,0,5,0,-5
17744,1,0,22,0,-22
17745,1,1,94,1238,1144
17746,1,1,516,2334,1818
17747,0,0,14,0,-14
17748,1,0,27,0,-27
17749,0,0,79,0,-79
17750,1,0,27,0,-27
17751,0,0,30,0,-30
17752,1,1,1165,1827,662
17753,1,1,739,1581,842
17754,0,0,151,0,-151
17755,1,1,221,1460,1239
17756,1,1,424,1202,778
17757,0,0,18,0,-18
17758,1,0,12,0,-12
17759,1,1,217,1439,1222
17760,1,0,56,0,-56
17761,0,0,42,0,-42
17762,0,0,53,0,-53
17763,1,0,131,0,-131
17764,1,1,105,2950,2845
17765,1,1,887,1238,351
17766,1,0,153,0,-153
17767,0,0,47,0,-47
17768,1,1,185,1247,1062
17769,1,0,0,0,0
17770,1,0,10,0,-10
17771,1,1,957,2043,1086
17772,1,0,50,0,-50
17773,1,0,29,0,-29
17774,1,1,1315,1565,250
17775,0,0,54,0,-54
17776,1,1,530,1336,806
17777,0,0,15,0,-15
17778,1,0,0,0,0
17779,1,1,95,1910,1815
17780,1,0,36,0,-36
17781,1,1,319,1248,929
17782,1,1,338,1412,1074
17783,1,0,119,0,-119
17784,0,0,105,0,-105
17785,0,0,101,0,-101
17786,0,0,59,0,-59
17787,0,0,31,0,-31
17788,0,0,137,0,-137
17789,1,1,1649,1318,-331
17790,1,0,41,0,-41
17791,0,0,2,0,-2
17792,0,0,9,0,-9
17793,0,0,3,0,-3
17794,0,0,9,0,-9
17795,1,1,782,1360,578
17796,0,0,101,0,-101
17797,0,0,82,0,-82
17798,0,0,18,0,-18
17799,0,0,92,0,-92
17800,0,0,44,0,-44
17801,0,0,26,0,-26
17802,0,0,3,0,-3
17803,1,0,57,0,-57
17804,0,0,5,0,-5
17805,1,0,74,0,-74
17806,1,1,494,2204,1710
17807,0,0,46,0,-46
17808,0,0,10,0,-10
17809,1,1,220,1781,1561
17810,1,1,801,2059,1258
17811,1,1,409,1351,942
17812,0,0,12,0,-12
17813,1,0,9,0,-9
17814,1,1,35,1218,1183
17815,0,0,22,0,-22
17816,1,0,52,0,-52
17817,1,1,165,1505,1340
17818,0,0,61,0,-61
17819,1,0,62,0,-62
17820,0,0,43,0,-43
17821,1,1,629,1225,596
17822,1,1,214,1496,1282
17823,1,1,671,1416,745
17824,0,0,10,0,-10
17825,1,0,12,0,-12
17826,0,0,77,0,-77
17827,0,0,19,0,-19
17828,1,0,79,0,-79
17829,1,0,26,0,-26
17830,0,0,50,0,-50
17831,1,1,1541,1501,-40
17832,1,0,29,0,-29
17833,1,0,51,0,-51
17834,1,0,44,0,-44
17835,0,0,104,0,-104
17836,1,1,370,1511,1141
17837,1,0,79,0,-79
17838,1,0,4,0,-4
17839,0,0,31,0,-31
17840,0,0,16,0,-16
17841,0,0,115,0,-115
17842,1,0,89,0,-89
17843,0,0,119,0,-119
17844,1,1,189,1561,1372
17845,1,0,25,0,-25
17846,0,0,37,0,-37
17847,1,1,506,1775,1269
17848,0,0,8,0,-8
17849,0,0,102,0,-102
17850,0,0,55,0,-55
17851,0,0,67,0,-67
17852,0,0,26,0,-26
17853,1,1,104,1251,1147
17854,0,0,59,0,-59
17855,1,1,451,1341,890
17856,1,0,58,0,-58
17857,1,0,228,0,-228
17858,0,0,86,0,-86
17859,1,0,93,0,-93
17860,1,0,50,0,-50
17861,1,0,6,0,-6
17862,0,0,1,0,-1
17863,0,0,59,0,-59
17864,0,0,52,0,-52
17865,0,0,98,0,-98
17866,0,0,3,0,-3
17867,0,0,22,0,-22
17868,1,1,630,1808,1178
17869,1,1,1337,1741,404
17870,0,0,9,0,-9
17871,1,0,9,0,-9
17872,1,0,38,0,-38
17873,1,0,9,0,-9
17874,0,0,54,0,-54
17875,1,0,40,0,-40
17876,1,0,11,0,-11
17877,1,1,162,2334,2172
17878,1,1,770,1415,645
17879,1,1,10,1718,1708
17880,0,0,41,0,-41
17881,1,0,143,0,-143
17882,1,1,322,2198,1876
17883,1,1,1432,1215,-217
17884,1,1,632,3410,2778
17885,0,0,93,0,-93
17886,1,1,421,1465,1044
17887,0,0,33,0,-33
17888,0,0,36,0,-36
17889,1,1,667,1382,715
17890,1,0,12,0,-12
17891,0,0,20,0,-20
17892,1,0,160,0,-160
17893,1,1,258,1205,947
17894,0,0,4,0,-4
17895,1,0,9,0,-9
17896,1,1,531,1281,750
17897,1,1,23,1211,1188
17898,1,1,300,1241,941
17899,0,0,8,0,-8
17900,1,1,594,1566,972
17901,0,0,1,0,-1
17902,0,0,12,0,-12
17903,1,0,66,0,-66
17904,1,0,35,0,-35
17905,1,0,45,0,-45
17906,1,0,57,0,-57
17907,1,1,176,1207,1031
17908,0,0,16,0,-16
17909,0,0,13,0,-13
17910,0,0,136,0,-136
17911,0,0,33,0,-33
17912,1,1,388,1273,885
17913,1,1,44,1238,1194
17914,0,0,125,0,-125
17915,1,1,1376,1312,-64
17916,1,1,442,1225,783
17917,0,0,107,0,-107
17918,1,0,3,0,-3
17919,0,0,90,0,-90
17920,1,1,566,2011,1445
17921,1,0,36,0,-36
17922,1,0,42,0,-42
17923,0,0,33,0,-33
17924,1,0,30,0,-30
17925,1,1,337,1218,881
17926,1,1,590,1200,610
17927,1,1,6,1378,1372
17928,1,0,55,0,-55
17929,1,0,54,0,-54
17930,1,0,3,0,-3
17931,1,0,32,0,-32
17932,1,1,114,1515,1401
17933,1,0,5,0,-5
17934,0,0,19,0,-19
17935,1,0,57,0,-57
17936,0,0,19,0,-19
17937,1,0,7,0,-7
17938,1,1,559,1240,681
17939,1,0,82,0,-82
17940,1,0,35,0,-35
17941,1,1,597,1514,917
17942,0,0,75,0,-75
17943,1,0,7,0,-7
17944,1,1,356,1271,915
17945,0,0,12,0,-12
17946,0,0,17,0,-17
17947,0,0,10,0,-10
17948,0,0,41,0,-41
17949,1,0,26,0,-26
17950,1,1,111,1285,1174
17951,0,0,101,0,-101
17952,1,1,1431,1291,-140
17953,1,0,56,0,-56
17954,1,1,473,1736,1263
17955,1,0,84,0,-84
17956,1,1,710,1223,513
17957,1,0,41,0,-41
17958,0,0,43,0,-43
17959,1,1,1369,1220,-149
17960,1,1,151,1622,1471
17961,1,0,185,0,-185
17962,0,0,147,0,-147
17963,0,0,54,0,-54
17964,0,0,54,0,-54
17965,1,1,984,1311,327
17966,0,0,61,0,-61
17967,1,0,200,0,-200
17968,1,0,13,0,-13
17969,1,1,156,1699,1543
17970,0,0,101,0,-101
17971,1,1,705,1410,705
17972,1,0,9,0,-9
17973,0,0,10,0,-10
17974,0,0,10,0,-10
17975,0,0,156,0,-156
17976,1,0,21,0,-21
17977,1,1,156,1367,1211
17978,1,0,87,0,-87
17979,0,0,35,0,-35
17980,1,1,210,1213,1003
17981,1,0,101,0,-101
17982,1,0,3,0,-3
17983,1,1,110,1227,1117
17984,0,0,13,0,-13
17985,1,0,44,0,-44
17986,1,1,623,1420,797
17987,1,1,1561,1216,-345
17988,0,0,14,0,-14
17989,1,0,44,0,-44
17990,1,0,35,0,-35
17991,0,0,129,0,-129
17992,1,1,1378,1540,162
17993,0,0,53,0,-53
17994,1,0,2,0,-2
17995,1,0,47,0,-47
17996,1,0,61,0,-61
17997,1,1,683,1574,891
17998,0,0,49,0,-49
17999,1,1,220,1802,1582
18000,0,0,19,0,-19
18001,1,1,86,1312,1226
18002,0,0,81,0,-81
18003,1,1,223,1327,1104
18004,1,1,38,2003,1965
18005,1,0,21,0,-21
18006,0,0,30,0,-30
18007,0,0,25,0,-25
18008,1,0,41,0,-41
18009,1,0,28,0,-28
18010,0,0,8,0,-8
18011,1,0,90,0,-90
18012,1,1,435,2238,1803
18013,1,0,22,0,-22
18014,1,1,94,1369,1275
18015,1,0,16,0,-16
18016,1,0,5,0,-5
18017,0,0,16,0,-16
18018,0,0,2,0,-2
18019,1,1,130,1236,1106
18020,1,1,212,1239,1027
18021,1,1,272,1904,1632
18022,1,1,456,1326,870
18023,1,0,36,0,-36
18024,1,1,198,1256,1058
18025,0,0,20,0,-20
18026,1,1,216,1399,1183
18027,0,0,53,0,-53
18028,0,0,2,0,-2
18029,0,0,11,0,-11
18030,0,0,18,0,-18
18031,1,0,27,0,-27
18032,1,0,59,0,-59
18033,0,0,20,0,-20
18034,0,0,8,0,-8
18035,1,0,16,0,-16
18036,1,0,22,0,-22
18037,1,0,10,0,-10
18038,1,1,177,1284,1107
18039,1,1,338,1880,1542
18040,0,0,198,0,-198
18041,0,0,14,0,-14
18042,0,0,5,0,-5
18043,1,1,554,1386,832
18044,0,0,0,0,0
18045,1,1,79,1561,1482
18046,0,0,26,0,-26
18047,0,0,1,0,-1
18048,0,0,6,0,-6
18049,1,1,431,1561,1130
18050,1,1,116,1665,1549
18051,0,0,35,0,-35
18052,1,1,627,1356,729
18053,1,1,45,1823,1778
18054,0,0,16,0,-16
18055,1,1,429,1229,800
18056,1,1,86,1315,1229
18057,0,0,10,0,-10
18058,0,0,59,0,-59
18059,1,1,1249,1327,78
18060,0,0,3,0,-3
18061,1,1,362,1579,1217
18062,1,0,10,0,-10
18063,1,1,979,1414,435
18064,1,0,123,0,-123
18065,0,0,1,0,-1
18066,0,0,11,0,-11
18067,1,0,25,0,-25
18068,1,0,220,0,-220
18069,1,1,70,1862,1792
18070,1,0,40,0,-40
18071,1,0,33,0,-33
18072,0,0,10,0,-10
18073,1,1,279,1685,1406
18074,0,0,119,0,-119
18075,0,0,5,0,-5
18076,1,1,989,1668,679
18077,1,0,52,0,-52
18078,1,0,21,0,-21
18079,1,1,732,1213,481
18080,0,0,9,0,-9
18081,0,0,25,0,-25
18082,1,0,12,0,-12
18083,1,1,566,1325,759
18084,1,0,10,0,-10
18085,1,0,57,0,-57
18086,1,1,521,1281,760
18087,0,0,98,0,-98
18088,1,1,229,1287,1058
18089,1,1,375,1751,1376
18090,0,0,59,0,-59
18091,0,0,138,0,-138
18092,0,0,62,0,-62
18093,0,0,27,0,-27
18094,1,1,210,1271,1061
18095,1,0,11,0,-11
18096,1,1,954,1891,937
18097,1,0,9,0,-9
18098,1,1,169,1241,1072
18099,1,1,568,1466,898
18100,0,0,3,0,-3
18101,1,1,74,1307,1233
18102,0,0,31,0,-31
18103,1,1,273,1870,1597
18104,1,0,69,0,-69
18105,1,1,36,2328,2292
18106,1,1,1331,2586,1255
18107,1,0,1,0,-1
18108,0,0,48,0,-48
18109,1,0,38,0,-38
18110,0,0,37,0,-37
18111,1,1,146,2471,2325
18112,1,0,30,0,-30
18113,1,1,235,3756,3521
18114,0,0,82,0,-82
18115,1,0,141,0,-141
18116,0,0,9,0,-9
18117,0,0,22,0,-22
18118,0,0,65,0,-65
18119,0,0,24,0,-24
18120,0,0,73,0,-73
18121,1,1,759,1318,559
18122,1,1,1476,1499,23
18123,0,0,63,0,-63
18124,0,0,34,0,-34
18125,0,0,21,0,-21
18126,1,1,1183,2104,921
18127,0,0,51,0,-51
18128,0,0,28,0,-28
18129,1,1,290,1483,1193
18130,0,0,59,0,-59
18131,0,0,31,0,-31
18132,0,0,42,0,-42
18133,0,0,62,0,-62
18134,0,0,18,0,-18
18135,0,0,27,0,-27
18136,1,1,469,1207,738
18137,0,0,13,0,-13
18138,1,0,72,0,-72
18139,0,0,26,0,-26
18140,1,0,1,0,-1
18141,1,0,17,0,-17
18142,0,0,2,0,-2
18143,1,1,66,1712,1646
18144,1,1,81,3355,3274
18145,0,0,156,0,-156
18146,1,1,155,1244,1089
18147,0,0,49,0,-49
18148,1,0,87,0,-87
18149,1,0,144,0,-144
18150,1,0,63,0,-63
18151,1,1,171,1564,1393
18152,1,1,558,1310,752
18153,1,1,298,2095,1797
18154,0,0,10,0,-10
18155,1,1,664,2290,1626
18156,1,0,1,0,-1
18157,0,0,53,0,-53
18158,1,1,772,1522,750
18159,1,0,52,0,-52
18160,0,0,6,0,-6
18161,1,1,195,2266,2071
18162,0,0,14,0,-14
18163,0,0,37,0,-37
18164,1,1,695,1248,553
18165,1,1,473,1251,778
18166,0,0,5,0,-5
18167,1,0,93,0,-93
18168,1,0,57,0,-57
18169,1,0,154,0,-154
18170,1,1,382,1460,1078
18171,1,1,203,1894,1691
18172,0,0,44,0,-44
18173,0,0,40,0,-40
18174,0,0,1,0,-1
18175,1,0,25,0,-25
18176,1,0,19,0,-19
18177,0,0,28,0,-28
18178,1,0,236,0,-236
18179,0,0,62,0,-62
18180,0,0,74,0,-74
18181,1,1,1039,1567,528
18182,1,0,78,0,-78
18183,1,1,972,1263,291
18184,1,1,575,1293,718
18185,0,0,12,0,-12
18186,0,0,116,0,-116
18187,1,1,305,1285,980
18188,0,0,13,0,-13
18189,1,1,429,3682,3253
18190,1,1,2088,1766,-322
18191,0,0,2,0,-2
18192,1,1,613,1544,931
18193,1,1,94,1226,1132
18194,1,0,18,0,-18
18195,1,0,22,0,-22
18196,1,0,103,0,-103
18197,1,1,544,1844,1300
18198,0,0,15,0,-15
18199,1,0,48,0,-48
18200,0,0,24,0,-24
18201,0,0,15,0,-15
18202,0,0,0,0,0
18203,0,0,5,0,-5
18204,1,0,1,0,-1
18205,0,0,0,0,0
18206,0,0,16,0,-16
18207,1,0,4,0,-4
18208,1,0,37,0,-37
18209,0,0,36,0,-36
18210,1,0,20,0,-20
18211,1,0,65,0,-65
18212,1,0,10,0,-10
18213,1,0,50,0,-50
18214,0,0,51,0,-51
18215,1,1,446,1619,1173
18216,0,0,14,0,-14
18217,1,1,790,1976,1186
18218,0,0,57,0,-57
18219,1,0,2,0,-2
18220,0,0,38,0,-38
18221,0,0,3,0,-3
18222,0,0,4,0,-4
18223,1,1,1469,1256,-213
18224,1,1,1031,2360,1329
18225,1,1,567,1267,700
18226,1,1,766,1872,1106
18227,1,0,42,0,-42
18228,0,0,146,0,-146
18229,1,0,63,0,-63
18230,1,1,291,1626,1335
18231,1,0,134,0,-134
18232,1,0,15,0,-15
18233,1,1,197,1475,1278
18234,1,0,7,0,-7
18235,1,0,69,0,-69
18236,1,0,26,0,-26
18237,1,1,196,1344,1148
18238,1,0,58,0,-58
18239,0,0,52,0,-52
18240,1,1,483,1278,795
18241,1,0,41,0,-41
18242,1,0,58,0,-58
18243,1,1,969,2599,1630
18244,0,0,82,0,-82
18245,1,0,32,0,-32
18246,1,1,992,2246,1254
18247,0,0,6,0,-6
18248,1,1,2095,1659,-436
18249,1,1,83,1866,1783
18250,1,1,351,1367,1016
18251,1,1,673,1283,610
18252,1,1,335,1271,936
18253,1,1,389,1844,1455
18254,0,0,31,0,-31
18255,1,1,27,1460,1433
18256,1,0,2,0,-2
18257,1,0,3,0,-3
18258,1,1,209,1204,995
18259,1,0,220,0,-220
18260,1,1,303,1205,902
18261,1,0,69,0,-69
18262,0,0,3,0,-3
18263,1,1,628,1301,673
18264,0,0,28,0,-28
18265,1,0,134,0,-134
18266,1,0,7,0,-7
18267,1,1,332,1292,960
18268,0,0,62,0,-62
18269,1,1,56,2820,2764
18270,1,1,44,1273,1229
18271,1,0,120,0,-120
18272,1,1,32,1317,1285
18273,1,0,9,0,-9
18274,0,0,152,0,-152
18275,1,1,626,1496,870
18276,1,0,24,0,-24
18277,0,0,142,0,-142
18278,1,0,82,0,-82
18279,0,0,5,0,-5
18280,1,1,209,1831,1622
18281,1,0,63,0,-63
18282,1,1,270,1225,955
18283,1,0,7,0,-7
18284,1,0,24,0,-24
18285,0,0,57,0,-57
18286,1,0,97,0,-97
18287,1,0,10,0,-10
18288,0,0,54,0,-54
18289,0,0,13,0,-13
18290,0,0,42,0,-42
18291,0,0,182,0,-182
18292,1,1,1187,2658,1471
18293,1,1,679,1653,974
18294,1,1,392,1497,1105
18295,1,0,10,0,-10
18296,1,1,271,1511,1240
18297,1,0,0,0,0
18298,1,0,3,0,-3
18299,1,1,34,1214,1180
18300,0,0,16,0,-16
18301,1,0,59,0,-59
18302,0,0,15,0,-15
18303,0,0,67,0,-67
18304,0,0,14,0,-14
18305,1,0,16,0,-16
18306,1,1,100,1643,1543
18307,0,0,180,0,-180
18308,1,0,30,0,-30
18309,0,0,10,0,-10
18310,1,1,1095,1802,707
18311,0,0,43,0,-43
18312,1,0,45,0,-45
18313,1,1,167,1233,1066
18314,0,0,79,0,-79
18315,0,0,20,0,-20
18316,1,0,73,0,-73
18317,0,0,21,0,-21
18318,0,0,20,0,-20
18319,1,0,9,0,-9
18320,1,1,29,1469,1440
18321,1,1,418,3144,2726
18322,1,0,85,0,-85
18323,0,0,10,0,-10
18324,0,0,26,0,-26
18325,1,0,103,0,-103
18326,1,0,62,0,-62
18327,1,0,13,0,-13
18328,1,1,117,1230,1113
18329,1,1,259,1332,1073
18330,1,0,74,0,-74
18331,1,1,432,1450,1018
18332,1,0,146,0,-146
18333,1,0,3,0,-3
18334,1,1,332,1676,1344
18335,1,0,163,0,-163
18336,0,0,2,0,-2
18337,0,0,87,0,-87
18338,1,0,45,0,-45
18339,0,0,11,0,-11
18340,0,0,29,0,-29
18341,0,0,3,0,-3
18342,1,0,27,0,-27
18343,0,0,9,0,-9
18344,1,1,341,1545,1204
18345,0,0,228,0,-228
18346,1,1,591,2407,1816
18347,0,0,92,0,-92
18348,1,0,43,0,-43
18349,0,0,159,0,-159
18350,0,0,16,0,-16
18351,0,0,0,0,0
18352,1,1,929,1238,309
18353,1,0,19,0,-19
18354,1,0,36,0,-36
18355,1,0,28,0,-28
18356,1,0,26,0,-26
18357,0,0,31,0,-31
18358,1,1,1023,2007,984
18359,1,0,11,0,-11
18360,1,1,222,1266,1044
18361,0,0,72,0,-72
18362,0,0,131,0,-131
18363,1,0,59,0,-59
