ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
16114,0,0,81,0,-81
16115,1,1,510,1328,818
16116,0,0,3,0,-3
16117,0,0,36,0,-36
16118,1,1,1573,2214,641
16119,1,1,895,1217,322
16120,1,0,7,0,-7
16121,1,0,24,0,-24
16122,1,0,43,0,-43
16123,1,1,1072,1740,668
16124,0,0,18,0,-18
16125,1,0,8,0,-8
16126,0,0,28,0,-28
16127,1,0,54,0,-54
16128,0,0,46,0,-46
16129,0,0,18,0,-18
16130,1,0,42,0,-42
16131,0,0,25,0,-25
16132,0,0,149,0,-149
16133,1,0,6,0,-6
16134,0,0,45,0,-45
16135,1,1,297,2043,1746
16136,0,0,4,0,-4
16137,1,0,43,0,-43
16138,1,0,40,0,-40
16139,1,0,1,0,-1
16140,0,0,23,0,-23
16141,1,0,24,0,-24
16142,1,0,40,0,-40
16143,0,0,17,0,-17
16144,0,0,109,0,-109
16145,0,0,100,0,-100
16146,1,0,118,0,-118
16147,0,0,85,0,-85
16148,0,0,43,0,-43
16149,1,0,12,0,-12
16150,0,0,40,0,-40
16151,1,1,549,1516,967
16152,1,0,50,0,-50
16153,0,0,186,0,-186
16154,0,0,33,0,-33
16155,0,0,18,0,-18
16156,0,0,43,0,-43
16157,0,0,90,0,-90
16158,1,1,285,1260,975
16159,1,0,38,0,-38
16160,1,1,489,2393,1904
16161,0,0,7,0,-7
16162,1,0,32,0,-32
16163,0,0,10,0,-10
16164,1,1,849,1452,603
16165,0,0,48,0,-48
16166,1,0,65,0,-65
16167,1,1,245,2281,2036
16168,0,0,42,0,-42
16169,0,0,11,0,-11
16170,1,0,2,0,-2
16171,0,0,39,0,-39
16172,0,0,14,0,-14
16173,0,0,0,0,0
16174,0,0,84,0,-84
16175,0,0,18,0,-18
16176,1,1,46,1705,1659
16177,1,1,53,1342,1289
16178,1,0,73,0,-73
16179,1,1,400,1314,914
16180,0,0,109,0,-109
16181,0,0,32,0,-32
16182,0,0,18,0,-18
16183,1,0,112,0,-112
16184,0,0,17,0,-17
16185,1,1,431,2047,1616
16186,1,0,30,0,-30
16187,0,0,1,0,-1
16188,0,0,118,0,-118
16189,0,0,0,0,0
16190,1,1,661,1441,780
16191,1,1,282,1472,1190
16192,1,1,105,1354,1249
16193,0,0,105,0,-105
16194,1,1,907,1362,455
16195,1,1,1960,1406,-554
16196,1,1,1315,9182,7867
16197,0,0,17,0,-17
16198,1,0,38,0,-38
16199,0,0,64,0,-64
16200,1,1,551,1426,875
16201,1,0,1,0,-1
16202,1,0,36,0,-36
16203,1,1,125,1447,1322
16204,0,0,16,0,-16
16205,0,0,8,0,-8
16206,0,0,44,0,-44
16207,1,1,308,2963,2655
16208,1,0,29,0,-29
16209,0,0,104,0,-104
16210,0,0,68,0,-68
16211,0,0,89,0,-89
16212,1,0,73,0,-73
16213,1,1,397,1478,1081
16214,1,1,155,1226,1071
16215,0,0,17,0,-17
16216,0,0,7,0,-7
16217,0,0,175,0,-175
16218,1,1,607,1478,871
16219,0,0,52,0,-52
16220,0,0,20,0,-20
16221,1,1,1648,1363,-285
16222,1,0,74,0,-74
16223,0,0,173,0,-173
16224,1,1,1450,1856,406
16225,0,0,79,0,-79
16226,0,0,0,0,0
16227,0,0,6,0,-6
16228,0,0,50,0,-50
16229,1,1,47,1381,1334
16230,1,1,61,1834,1773
16231,1,1,131,1215,1084
16232,1,0,11,0,-11
16233,1,1,96,2203,2107
16234,0,0,39,0,-39
16235,1,1,583,1237,654
16236,1,1,320,2729,2409
16237,1,1,715,1421,706
16238,0,0,233,0,-233
16239,1,0,18,0,-18
16240,1,0,151,0,-151
16241,1,1,352,1232,880
16242,1,0,202,0,-202
16243,1,1,229,1356,1127
16244,0,0,9,0,-9
16245,0,0,54,0,-54
16246,1,1,1028,1488,460
16247,1,0,7,0,-7
16248,1,0,5,0,-5
16249,0,0,40,0,-40
16250,0,0,18,0,-18
16251,1,1,1362,1872,510
16252,1,1,140,1341,1201
16253,0,0,12,0,-12
16254,0,0,9,0,-9
16255,0,0,6,0,-6
16256,1,1,341,1641,1300
16257,0,0,143,0,-143
16258,1,0,99,0,-99
16259,0,0,25,0,-25
16260,1,1,393,1600,1207
16261,0,0,13,0,-13
16262,1,1,1544,1357,-187
16263,0,0,40,0,-40
16264,0,0,26,0,-26
16265,0,0,115,0,-115
16266,1,0,115,0,-115
16267,1,1,956,1326,370
16268,1,0,84,0,-84
16269,1,1,89,3009,2920
16270,1,1,1868,1479,-389
16271,1,1,339,1258,919
16272,1,0,43,0,-43
16273,1,0,31,0,-31
16274,1,0,110,0,-110
16275,1,1,366,1306,940
16276,1,0,10,0,-10
16277,1,0,8,0,-8
16278,0,0,58,0,-58
16279,0,0,27,0,-27
16280,1,1,141,1620,1479
16281,1,1,310,1340,1030
16282,0,0,33,0,-33
16283,1,0,150,0,-150
16284,0,0,59,0,-59
16285,0,0,2,0,-2
16286,0,0,30,0,-30
16287,1,0,6,0,-6
16288,1,0,33,0,-33
16289,1,0,99,0,-99
16290,1,1,50,1663,1613
16291,1,0,11,0,-11
16292,0,0,45,0,-45
16293,1,1,541,1236,695
16294,1,0,54,0,-54
16295,0,0,33,0,-33
16296,1,0,1,0,-1
16297,0,0,18,0,-18
16298,1,1,745,1665,920
16299,0,0,37,0,-37
16300,0,0,37,0,-37
16301,1,0,17,0,-17
16302,0,0,25,0,-25
16303,1,1,1079,1280,201
16304,0,0,131,0,-131
16305,0,0,59,0,-59
16306,0,0,59,0,-59
16307,1,1,356,1669,1313
16308,1,1,1089,2681,1592
16309,0,0,9,0,-9
16310,0,0,35,0,-35
16311,1,1,278,1209,931
16312,0,0,120,0,-120
16313,1,1,163,1386,1223
16314,0,0,73,0,-73
16315,1,1,167,1356,1189
16316,1,1,1017,1838,821
16317,0,0,41,0,-41
16318,1,1,573,1674,1101
16319,1,1,2191,1929,-262
16320,0,0,29,0,-29
16321,1,1,145,1222,1077
16322,1,0,24,0,-24
16323,1,0,49,0,-49
16324,0,0,6,0,-6
16325,1,0,60,0,-60
16326,1,0,21,0,-21
16327,1,0,112,0,-112
16328,1,0,47,0,-47
16329,0,0,35,0,-35
16330,1,0,44,0,-44
16331,0,0,9,0,-9
16332,1,0,102,0,-102
16333,1,1,288,1460,1172
16334,1,0,29,0,-29
16335,1,0,12,0,-12
16336,1,0,1,0,-1
16337,1,0,7,0,-7
16338,1,1,1341,1378,37
16339,0,0,92,0,-92
16340,1,0,9,0,-9
16341,1,1,101,1295,1194
16342,0,0,3,0,-3
16343,0,0,26,0,-26
16344,1,1,266,1217,951
16345,1,0,35,0,-35
16346,1,1,122,1348,1226
16347,0,0,12,0,-12
16348,0,0,8,0,-8
16349,1,1,530,1518,988
16350,1,1,279,1644,1365
16351,0,0,39,0,-39
16352,0,0,61,0,-61
16353,1,1,832,1639,807
16354,1,0,106,0,-106
16355,1,1,959,1439,480
16356,0,0,29,0,-29
16357,1,1,273,1658,1385
16358,1,0,3,0,-3
16359,1,0,38,0,-38
16360,1,0,41,0,-41
16361,0,0,39,0,-39
16362,0,0,129,0,-129
16363,0,0,3,0,-3
16364,0,0,23,0,-23
16365,0,0,57,0,-57
16366,1,0,57,0,-57
16367,1,0,33,0,-33
16368,0,0,146,0,-146
16369,0,0,115,0,-115
16370,1,1,622,1223,601
16371,1,1,556,1244,688
16372,1,0,4,0,-4
16373,1,0,29,0,-29
16374,1,0,137,0,-137
16375,0,0,192,0,-192
16376,0,0,31,0,-31
16377,1,0,0,0,0
16378,1,1,585,1809,1224
16379,1,0,34,0,-34
16380,1,1,390,1207,817
16381,1,0,127,0,-127
16382,0,0,79,0,-79
16383,0,0,43,0,-43
16384,0,0,1,0,-1
16385,0,0,48,0,-48
16386,1,1,257,2224,1967
16387,1,0,104,0,-104
16388,1,1,429,1279,850
16389,0,0,4,0,-4
16390,1,1,429,1223,794
16391,1,0,90,0,-90
16392,1,0,49,0,-49
16393,1,1,596,2511,1915
16394,0,0,31,0,-31
16395,0,0,115,0,-115
16396,0,0,59,0,-59
16397,1,1,226,1326,1100
16398,1,1,215,1206,991
16399,0,0,15,0,-15
16400,1,1,363,1336,973
16401,1,0,14,0,-14
16402,1,1,223,1566,1343
16403,0,0,32,0,-32
16404,1,1,79,1236,1157
16405,1,0,2,0,-2
16406,1,0,4,0,-4
16407,1,0,84,0,-84
16408,0,0,82,0,-82
16409,1,0,12,0,-12
16410,1,0,26,0,-26
16411,0,0,15,0,-15
16412,1,0,22,0,-22
16413,0,0,108,0,-108
16414,1,0,109,0,-109
16415,0,0,24,0,-24
16416,0,0,37,0,-37
16417,0,0,14,0,-14
16418,1,1,956,1341,385
16419,1,0,74,0,-74
16420,0,0,5,0,-5
16421,0,0,153,0,-153
16422,1,1,597,1218,621
16423,1,1,276,1283,1007
16424,1,1,55,1615,1560
16425,1,0,7,0,-7
16426,1,1,414,1581,1167
16427,1,1,373,1279,906
16428,1,1,1529,1200,-329
16429,1,0,46,0,-46
16430,0,0,120,0,-120
16431,0,0,17,0,-17
16432,1,1,553,1938,1385
16433,1,1,207,1220,1013
16434,0,0,87,0,-87
16435,1,1,128,2292,2164
16436,1,1,503,1228,725
16437,1,0,40,0,-40
16438,0,0,113,0,-113
16439,1,0,27,0,-27
16440,1,1,31,1279,1248
16441,1,1,725,1560,835
16442,0,0,26,0,-26
16443,0,0,8,0,-8
16444,0,0,22,0,-22
16445,0,0,127,0,-127
16446,1,1,459,1296,837
16447,0,0,24,0,-24
16448,1,1,150,2541,2391
16449,1,1,768,1241,473
16450,1,1,245,2468,2223
16451,1,1,569,1268,699
16452,1,0,145,0,-145
16453,1,1,378,1240,862
16454,0,0,63,0,-63
16455,0,0,80,0,-80
16456,1,0,153,0,-153
16457,0,0,140,0,-140
16458,1,1,58,1420,1362
16459,0,0,8,0,-8
16460,1,0,7,0,-7
16461,1,1,134,1275,1141
16462,0,0,21,0,-21
16463,1,1,246,1357,1111
16464,1,0,4,0,-4
16465,1,0,68,0,-68
16466,1,0,70,0,-70
16467,0,0,134,0,-134
16468,1,0,42,0,-42
16469,1,1,112,1259,1147
16470,1,1,593,1233,640
16471,1,0,41,0,-41
16472,1,0,99,0,-99
16473,1,1,1802,1385,-417
16474,0,0,90,0,-90
16475,1,1,615,1234,619
16476,0,0,23,0,-23
16477,0,0,32,0,-32
16478,1,0,1,0,-1
16479,0,0,9,0,-9
16480,1,1,364,1309,945
16481,0,0,15,0,-15
16482,0,0,98,0,-98
16483,0,0,5,0,-5
16484,1,1,310,1643,1333
16485,0,0,10,0,-10
16486,0,0,94,0,-94
16487,0,0,135,0,-135
16488,1,1,296,1259,963
16489,1,1,940,1216,276
16490,0,0,100,0,-100
16491,0,0,10,0,-10
16492,0,0,48,0,-48
16493,0,0,22,0,-22
16494,0,0,105,0,-105
16495,1,0,82,0,-82
16496,1,1,277,1473,1196
16497,1,0,15,0,-15
16498,1,0,50,0,-50
16499,1,0,1,0,-1
16500,1,0,62,0,-62
16501,0,0,23,0,-23
16502,1,0,137,0,-137
16503,0,0,7,0,-7
16504,0,0,35,0,-35
16505,1,0,73,0,-73
16506,1,0,36,0,-36
16507,0,0,82,0,-82
16508,1,1,193,1505,1312
16509,0,0,6,0,-6
16510,1,0,30,0,-30
16511,1,1,253,1871,1618
16512,1,0,172,0,-172
16513,0,0,159,0,-159
16514,1,1,1539,1566,27
16515,1,1,144,1789,1645
16516,1,1,1280,1959,679
16517,0,0,32,0,-32
16518,1,0,116,0,-116
16519,1,1,1141,1493,352
16520,1,0,17,0,-17
16521,1,1,284,1278,994
16522,0,0,71,0,-71
16523,1,0,27,0,-27
16524,0,0,57,0,-57
16525,1,1,1066,2322,1256
16526,1,0,10,0,-10
16527,1,1,247,2484,2237
16528,0,0,21,0,-21
16529,1,0,16,0,-16
16530,1,1,248,1413,1165
16531,1,0,46,0,-46
16532,1,1,261,1283,1022
16533,0,0,4,0,-4
16534,1,0,32,0,-32
16535,0,0,33,0,-33
16536,1,0,28,0,-28
16537,0,0,2,0,-2
16538,0,0,74,0,-74
16539,1,1,288,1379,1091
16540,1,1,241,1556,1315
16541,0,0,20,0,-20
16542,1,1,751,1304,553
16543,1,1,243,1225,982
16544,1,1,674,1502,828
16545,1,1,293,1271,978
16546,0,0,35,0,-35
16547,0,0,52,0,-52
16548,1,0,31,0,-31
16549,1,0,72,0,-72
16550,0,0,5,0,-5
16551,1,1,890,1514,624
16552,0,0,10,0,-10
16553,0,0,106,0,-106
16554,1,1,534,1201,667
16555,1,0,17,0,-17
16556,1,1,405,1320,915
16557,0,0,42,0,-42
16558,1,0,129,0,-129
16559,1,0,43,0,-43
16560,0,0,34,0,-34
16561,0,0,28,0,-28
16562,1,1,372,1284,912
16563,1,1,765,1241,476
16564,1,0,3,0,-3
16565,0,0,4,0,-4
16566,1,0,81,0,-81
16567,0,0,22,0,-22
16568,0,0,8,0,-8
16569,1,0,14,0,-14
16570,1,0,86,0,-86
16571,1,0,44,0,-44
16572,0,0,119,0,-119
16573,0,0,0,0,0
16574,1,0,81,0,-81
16575,0,0,4,0,-4
16576,1,0,23,0,-23
16577,1,1,98,2762,2664
16578,0,0,38,0,-38
16579,0,0,8,0,-8
16580,0,0,25,0,-25
16581,1,0,27,0,-27
16582,0,0,3,0,-3
16583,1,0,13,0,-13
16584,0,0,135,0,-135
16585,1,1,79,1515,1436
16586,0,0,70,0,-70
16587,0,0,69,0,-69
16588,1,1,545,1404,859
16589,1,0,62,0,-62
16590,1,0,7,0,-7
16591,0,0,251,0,-251
16592,1,0,147,0,-147
16593,1,0,153,0,-153
16594,1,0,12,0,-12
16595,0,0,92,0,-92
16596,0,0,37,0,-37
16597,1,0,1,0,-1
16598,1,1,832,2030,1198
16599,0,0,1,0,-1
16600,1,1,120,1561,1441
16601,0,0,6,0,-6
16602,0,0,13,0,-13
16603,1,1,77,1252,1175
16604,0,0,98,0,-98
16605,1,0,39,0,-39
16606,1,0,60,0,-60
16607,1,0,162,0,-162
16608,1,0,98,0,-98
16609,0,0,52,0,-52
16610,0,0,4,0,-4
16611,0,0,80,0,-80
16612,1,1,63,2879,2816
16613,0,0,20,0,-20
16614,0,0,24,0,-24
16615,1,0,24,0,-24
16616,0,0,120,0,-120
16617,0,0,17,0,-17
16618,0,0,22,0,-22
16619,0,0,48,0,-48
16620,1,1,196,1216,1020
16621,0,0,2,0,-2
16622,0,0,256,0,-256
16623,0,0,68,0,-68
16624,0,0,22,0,-22
16625,1,0,17,0,-17
16626,0,0,16,0,-16
16627,1,0,7,0,-7
16628,1,1,187,1367,1180
16629,0,0,43,0,-43
16630,1,0,79,0,-79
16631,0,0,54,0,-54
16632,0,0,28,0,-28
16633,1,1,440,2464,2024
16634,1,1,69,1239,1170
16635,0,0,4,0,-4
16636,0,0,15,0,-15
16637,0,0,50,0,-50
16638,1,1,706,1389,683
16639,0,0,18,0,-18
16640,1,1,980,1371,391
16641,1,0,21,0,-21
16642,1,1,262,1310,1048
16643,0,0,29,0,-29
16644,0,0,10,0,-10
16645,0,0,48,0,-48
16646,1,0,42,0,-42
16647,0,0,53,0,-53
16648,1,1,555,1323,768
16649,1,1,97,1204,1107
16650,1,1,78,2070,1992
16651,0,0,17,0,-17
16652,1,1,763,1261,498
16653,0,0,34,0,-34
16654,0,0,34,0,-34
16655,1,1,212,1208,996
16656,1,0,91,0,-91
16657,0,0,97,0,-97
16658,0,0,15,0,-15
16659,1,0,57,0,-57
16660,1,0,15,0,-15
16661,1,1,57,1211,1154
16662,1,1,189,1469,1280
16663,1,0,18,0,-18
16664,1,1,448,2324,1876
16665,1,1,673,1687,1014
16666,1,0,151,0,-151
16667,0,0,61,0,-61
16668,1,1,620,1242,622
16669,0,0,58,0,-58
16670,1,0,26,0,-26
16671,1,0,125,0,-125
16672,1,1,494,1396,902
16673,1,0,11,0,-11
16674,0,0,148,0,-148
16675,1,0,6,0,-6
16676,0,0,24,0,-24
16677,0,0,5,0,-5
16678,0,0,2,0,-2
16679,0,0,86,0,-86
16680,0,0,38,0,-38
16681,1,0,69,0,-69
16682,1,0,53,0,-53
16683,1,0,14,0,-14
16684,1,1,614,2134,1520
16685,0,0,51,0,-51
16686,1,0,42,0,-42
16687,1,1,780,1424,644
16688,1,0,8,0,-8
16689,0,0,49,0,-49
16690,0,0,104,0,-104
16691,0,0,29,0,-29
16692,0,0,76,0,-76
16693,0,0,51,0,-51
16694,1,1,1103,1333,230
16695,1,1,751,1259,508
16696,0,0,88,0,-88
16697,0,0,113,0,-113
16698,0,0,18,0,-18
16699,0,0,263,0,-263
16700,0,0,50,0,-50
16701,0,0,37,0,-37
16702,0,0,20,0,-20
16703,1,0,15,0,-15
16704,1,1,836,1209,373
16705,1,0,21,0,-21
16706,0,0,16,0,-16
16707,1,0,83,0,-83
16708,1,0,27,0,-27
16709,1,0,1,0,-1
16710,1,1,1267,2392,1125
16711,0,0,30,0,-30
16712,1,0,41,0,-41
16713,0,0,92,0,-92
16714,0,0,63,0,-63
16715,1,1,226,1283,1057
16716,1,0,22,0,-22
16717,1,1,313,1481,1168
16718,0,0,67,0,-67
16719,0,0,66,0,-66
16720,0,0,26,0,-26
16721,0,0,29,0,-29
16722,1,0,4,0,-4
16723,1,0,49,0,-49
16724,1,1,535,1633,1098
16725,1,1,170,1805,1635
16726,1,0,68,0,-68
16727,1,0,74,0,-74
16728,1,1,424,1211,787
16729,1,1,213,1533,1320
16730,0,0,37,0,-37
16731,1,0,105,0,-105
16732,0,0,28,0,-28
16733,1,1,237,1268,1031
16734,1,1,79,1659,1580
16735,0,0,92,0,-92
16736,0,0,82,0,-82
16737,1,0,36,0,-36
16738,1,1,72,2563,2491
16739,0,0,31,0,-31
16740,1,1,125,1362,1237
16741,1,1,224,1207,983
16742,0,0,17,0,-17
16743,1,0,118,0,-118
16744,0,0,15,0,-15
16745,1,1,77,1762,1685
16746,1,1,2277,1441,-836
16747,1,0,8,0,-8
16748,0,0,87,0,-87
16749,0,0,8,0,-8
16750,1,0,73,0,-73
16751,0,0,21,0,-21
16752,1,1,704,1355,651
16753,1,1,626,1790,1164
16754,1,0,23,0,-23
16755,0,0,64,0,-64
16756,0,0,18,0,-18
16757,1,0,31,0,-31
16758,1,1,576,1239,663
16759,1,1,134,2793,2659
16760,0,0,44,0,-44
16761,1,1,71,1574,1503
16762,0,0,49,0,-49
16763,0,0,11,0,-11
16764,0,0,72,0,-72
16765,1,1,468,1587,1119
16766,0,0,84,0,-84
16767,1,1,1202,2380,1178
16768,1,0,4,0,-4
16769,0,0,19,0,-19
16770,0,0,10,0,-10
16771,0,0,56,0,-56
16772,1,0,100,0,-100
16773,0,0,12,0,-12
16774,1,0,28,0,-28
16775,1,1,62,1368,1306
16776,0,0,28,0,-28
16777,0,0,42,0,-42
16778,1,0,159,0,-159
16779,0,0,160,0,-160
16780,1,1,1362,1433,71
16781,1,1,520,2303,1783
16782,0,0,126,0,-126
16783,0,0,40,0,-40
16784,0,0,3,0,-3
16785,1,1,270,2028,1758
16786,0,0,35,0,-35
16787,0,0,47,0,-47
16788,1,0,187,0,-187
16789,0,0,221,0,-221
16790,0,0,24,0,-24
16791,0,0,72,0,-72
16792,0,0,8,0,-8
16793,1,1,1256,1403,147
16794,1,0,25,0,-25
16795,1,0,52,0,-52
16796,1,1,496,1325,829
16797,1,1,918,1492,574
16798,1,1,893,1947,1054
16799,1,0,10,0,-10
16800,0,0,9,0,-9
16801,0,0,13,0,-13
16802,1,0,36,0,-36
16803,0,0,29,0,-29
16804,0,0,66,0,-66
16805,1,0,0,0,0
16806,0,0,14,0,-14
16807,1,0,23,0,-23
16808,0,0,57,0,-57
16809,1,1,270,2237,1967
16810,0,0,41,0,-41
16811,1,1,533,1390,857
16812,1,1,624,1791,1167
16813,1,1,157,1356,1199
16814,1,0,2,0,-2
16815,1,0,152,0,-152
16816,0,0,5,0,-5
16817,0,0,2,0,-2
16818,0,0,13,0,-13
16819,0,0,108,0,-108
16820,1,1,358,3628,3270
16821,1,1,141,1202,1061
16822,1,1,303,1237,934
16823,1,0,24,0,-24
16824,0,0,32,0,-32
16825,1,1,98,1216,1118
16826,0,0,143,0,-143
16827,1,1,764,1249,485
16828,0,0,31,0,-31
16829,1,0,52,0,-52
16830,1,0,222,0,-222
16831,1,1,276,1381,1105
16832,1,1,199,1265,1066
16833,0,0,10,0,-10
16834,1,0,10,0,-10
16835,1,0,43,0,-43
16836,1,0,20,0,-20
16837,1,0,45,0,-45
16838,1,0,23,0,-23
16839,0,0,23,0,-23
16840,0,0,61,0,-61
16841,0,0,114,0,-114
16842,0,0,30,0,-30
16843,1,0,54,0,-54
16844,1,0,16,0,-16
16845,1,1,220,1688,1468
16846,1,0,12,0,-12
16847,0,0,23,0,-23
16848,0,0,16,0,-16
16849,1,1,326,1261,935
16850,1,1,222,1241,1019
16851,0,0,6,0,-6
16852,1,1,394,1407,1013
16853,1,0,26,0,-26
16854,1,1,348,1222,874
16855,0,0,2,0,-2
16856,1,1,544,1219,675
16857,0,0,20,0,-20
16858,1,1,911,1407,496
16859,1,0,71,0,-71
16860,0,0,72,0,-72
16861,0,0,11,0,-11
16862,0,0,19,0,-19
16863,1,0,41,0,-41
16864,0,0,51,0,-51
16865,0,0,52,0,-52
16866,1,1,270,1262,992
16867,1,1,210,1274,1064
16868,1,0,111,0,-111
16869,0,0,39,0,-39
16870,1,1,150,1710,1560
16871,1,1,309,1339,1030
16872,1,0,99,0,-99
16873,1,0,248,0,-248
16874,1,0,28,0,-28
16875,1,0,194,0,-194
16876,1,0,3,0,-3
16877,0,0,157,0,-157
16878,0,0,39,0,-39
16879,0,0,28,0,-28
16880,0,0,9,0,-9
16881,1,0,172,0,-172
16882,1,0,91,0,-91
16883,0,0,83,0,-83
16884,1,1,218,1409,1191
16885,0,0,17,0,-17
16886,1,1,304,2232,1928
16887,1,0,126,0,-126
16888,1,1,370,1480,1110
16889,0,0,25,0,-25
16890,1,0,88,0,-88
16891,1,0,356,0,-356
16892,1,0,44,0,-44
16893,0,0,1,0,-1
16894,0,0,89,0,-89
16895,1,0,75,0,-75
16896,1,1,1442,1247,-195
16897,1,1,427,1345,918
16898,0,0,3,0,-3
16899,0,0,4,0,-4
16900,1,0,83,0,-83
16901,0,0,16,0,-16
16902,1,1,481,2141,1660
16903,1,0,1,0,-1
16904,1,0,10,0,-10
16905,0,0,13,0,-13
16906,1,0,67,0,-67
16907,1,0,35,0,-35
16908,1,1,897,1256,359
16909,1,1,1313,1310,-3
16910,1,1,347,1883,1536
16911,1,1,745,1355,610
16912,0,0,119,0,-119
16913,0,0,98,0,-98
16914,1,0,55,0,-55
16915,1,0,86,0,-86
16916,0,0,18,0,-18
16917,1,0,65,0,-65
16918,1,0,3,0,-3
16919,1,1,161,1213,1052
16920,1,1,96,1221,1125
16921,1,1,293,1703,1410
16922,1,0,37,0,-37
16923,0,0,83,0,-83
16924,0,0,60,0,-60
16925,1,0,12,0,-12
16926,0,0,65,0,-65
16927,0,0,2,0,-2
16928,0,0,46,0,-46
16929,0,0,28,0,-28
16930,0,0,209,0,-209
16931,1,1,325,1459,1134
16932,1,1,799,1277,478
16933,1,0,21,0,-21
16934,1,1,1020,1473,453
16935,1,0,23,0,-23
16936,1,1,443,1397,954
16937,1,1,308,1695,1387
16938,1,1,1470,1324,-146
16939,1,1,576,1323,747
16940,1,0,144,0,-144
16941,1,0,23,0,-23
16942,1,0,1,0,-1
16943,0,0,42,0,-42
16944,0,0,20,0,-20
16945,1,0,29,0,-29
16946,1,1,161,1301,1140
16947,0,0,81,0,-81
16948,1,1,150,1274,1124
16949,1,0,155,0,-155
16950,0,0,62,0,-62
16951,1,1,304,1941,1637
16952,0,0,36,0,-36
16953,1,0,9,0,-9
16954,1,1,618,1593,975
16955,1,1,253,1428,1175
16956,1,0,201,0,-201
16957,1,1,634,1320,686
16958,1,1,9,1216,1207
16959,0,0,60,0,-60
16960,1,0,73,0,-73
16961,1,1,1168,1348,180
16962,0,0,31,0,-31
16963,0,0,62,0,-62
16964,1,0,20,0,-20
16965,1,0,170,0,-170
16966,1,1,1140,1312,172
16967,0,0,59,0,-59
16968,1,0,50,0,-50
16969,0,0,98,0,-98
16970,0,0,106,0,-106
16971,1,0,41,0,-41
16972,0,0,63,0,-63
16973,0,0,5,0,-5
16974,0,0,4,0,-4
16975,1,1,855,1680,825
16976,0,0,21,0,-21
16977,1,0,128,0,-128
16978,1,1,2036,2155,119
16979,1,0,18,0,-18
16980,0,0,40,0,-40
16981,1,1,431,2042,1611
16982,1,0,81,0,-81
16983,0,0,109,0,-109
16984,1,0,45,0,-45
16985,1,0,2,0,-2
16986,1,1,333,1328,995
16987,0,0,321,0,-321
16988,1,0,16,0,-16
16989,1,0,33,0,-33
16990,0,0,19,0,-19
16991,0,0,5,0,-5
16992,0,0,7,0,-7
16993,0,0,33,0,-33
16994,1,0,29,0,-29
16995,0,0,107,0,-107
16996,0,0,15,0,-15
16997,0,0,19,0,-19
16998,1,1,137,2105,1968
16999,0,0,37,0,-37
17000,0,0,66,0,-66
17001,1,0,7,0,-7
17002,1,0,115,0,-115
17003,1,1,267,1243,976
17004,1,1,1681,1402,-279
17005,1,1,751,1848,1097
17006,1,0,68,0,-68
17007,1,1,521,1232,711
17008,0,0,11,0,-11
17009,0,0,37,0,-37
17010,1,1,1020,1713,693
17011,0,0,35,0,-35
17012,1,0,180,0,-180
17013,1,1,883,1289,406
17014,1,0,50,0,-50
17015,1,1,229,1387,1158
17016,0,0,6,0,-6
17017,1,0,33,0,-33
17018,0,0,34,0,-34
17019,0,0,189,0,-189
17020,0,0,7,0,-7
17021,1,1,1296,1270,-26
17022,0,0,33,0,-33
17023,1,1,241,1604,1363
17024,1,0,67,0,-67
17025,0,0,118,0,-118
17026,1,1,1706,1851,145
17027,1,0,37,0,-37
17028,0,0,10,0,-10
17029,1,0,88,0,-88
17030,0,0,31,0,-31
17031,0,0,28,0,-28
17032,0,0,11,0,-11
17033,1,0,0,0,0
17034,1,1,173,1441,1268
17035,0,0,56,0,-56
17036,0,0,2,0,-2
17037,1,1,545,1414,869
17038,1,1,700,1387,687
17039,0,0,10,0,-10
17040,0,0,18,0,-18
17041,1,1,192,1293,1101
17042,1,0,23,0,-23
17043,1,0,67,0,-67
17044,1,1,42,1979,1937
17045,0,0,14,0,-14
17046,1,1,555,1611,1056
17047,1,0,34,0,-34
17048,1,0,23,0,-23
17049,0,0,57,0,-57
17050,0,0,39,0,-39
17051,1,1,300,1216,916
17052,1,0,65,0,-65
17053,1,0,49,0,-49
17054,0,0,171,0,-171
17055,1,0,49,0,-49
17056,0,0,71,0,-71
17057,0,0,35,0,-35
17058,1,1,642,1544,902
17059,1,1,929,1253,324
17060,1,1,147,1406,1259
17061,1,1,186,1330,1144
17062,0,0,4,0,-4
17063,1,0,2,0,-2
17064,1,0,4,0,-4
17065,1,0,14,0,-14
17066,1,0,0,0,0
17067,0,0,6,0,-6
17068,1,0,66,0,-66
17069,0,0,2,0,-2
17070,0,0,77,0,-77
17071,1,0,38,0,-38
17072,0,0,4,0,-4
17073,1,0,0,0,0
17074,1,0,33,0,-33
17075,1,1,161,1244,1083
17076,1,1,924,1332,408
17077,1,0,0,0,0
17078,0,0,23,0,-23
17079,1,1,84,1205,1121
17080,0,0,138,0,-138
17081,1,0,69,0,-69
17082,1,1,722,1438,716
17083,1,1,484,2477,1993
17084,1,1,99,1933,1834
17085,0,0,22,0,-22
17086,1,0,12,0,-12
17087,1,0,38,0,-38
17088,0,0,27,0,-27
17089,1,0,9,0,-9
17090,1,0,0,0,0
17091,0,0,77,0,-77
17092,1,0,29,0,-29
17093,1,1,70,1760,1690
17094,0,0,110,0,-110
17095,0,0,12,0,-12
17096,1,0,65,0,-65
17097,1,0,3,0,-3
